Ticket,Date,Customer - Site - Service,Service,Container Size,Material,Route,Truck,Quantity,Per,Disposal Rate,Per,Disposal Cost,Quantity Billed,Per,Bill Rate,Per,Amount
1049804,08/07/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,4224,57,1.39,TN,$46.50,/ TN,$64.64,1.39,TN,$46.50,/ TN,$64.64
1049818,08/07/25,215682-0002-001 ASAP ORDERS,R1,30.0,28,4227,37,8.71,TN,$46.50,/ TN,$405.02,8.71,TN,$46.50,/ TN,$405.02
1049835,08/07/25,209851-0008-001 LDR SITES,R1,30.0,28,4221,56,2.59,TN,$46.50,/ TN,$120.44,2.59,TN,$46.50,/ TN,$120.44
1049872,08/07/25,211351-0001-002 ZUNIGA LOGISTICS,R1,30.0,28,4223,79,1.81,TN,$46.50,/ TN,$84.17,1.81,TN,$46.50,/ TN,$84.17
1049891,08/07/25,215923-0001-002 RAMON BARRIOS,R1,30.0,28,4299,37,2.42,TN,$46.50,/ TN,$112.53,2.42,TN,$46.50,/ TN,$112.53
1049908,08/07/25,216089-0001-001 RAFAEL GONZALEZ,R1,30.0,28,4223,79,3.56,TN,$46.50,/ TN,$165.54,3.56,TN,$46.50,/ TN,$165.54
1049918,08/07/25,210687-0001-001 TARGET 2112,R1,30.0,28,4226,62,1.5,TN,$46.50,/ TN,$69.75,1.5,TN,$46.50,/ TN,$69.75
1049920,08/07/25,207670-0001-001 OLD DOMINION FREIGHT LINE,R2,30.0,28,4224,57,5.6,TN,$46.50,/ TN,$260.40,5.6,TN,$46.50,/ TN,$260.40
1049937,08/07/25,201216-0001-001 PALOS GARZA FORWARDING,R1,30.0,28,4223,79,0.67,TN,$46.50,/ TN,$31.16,0.67,TN,$46.50,/ TN,$31.16
1049966,08/07/25,204106-0001-001 BROKERS LOGISTICS,R1,30.0,28,4299,37,4.16,TN,$46.50,/ TN,$193.44,4.16,TN,$46.50,/ TN,$193.44
1049971,08/06/25,216089-0001-001 RAFAEL GONZALEZ,R1,30.0,28,3221,56,3.24,TN,$46.50,/ TN,$150.66,3.24,TN,$46.50,/ TN,$150.66
1049978,08/08/25,209686-0001-001 UNITRADE STADIUM,R2,30.0,28,5224,57,0.72,TN,$46.50,/ TN,$33.48,0.72,TN,$46.50,/ TN,$33.48
1049979,08/08/25,211926-0001-001 FLEET PRIDE,R1,30.0,28,5223,79,1.09,TN,$46.50,/ TN,$50.69,1.09,TN,$46.50,/ TN,$50.69
1049980,08/08/25,216065-0001-001 Rodolfo Sepulveda,R1,30.0,28,5299,37,3.28,TN,$46.50,/ TN,$152.52,3.28,TN,$46.50,/ TN,$152.52
1049981,08/08/25,203268-0001-001 MIDWEST STERALIZATION CORP.,R1,30.0,28,5227,37,1.38,TN,$46.50,/ TN,$64.17,1.38,TN,$46.50,/ TN,$64.17
1050002,08/08/25,212307-0002-001 MISSION PRODUCE,R1,40.0,28,5221,56,1.23,TN,$46.50,/ TN,$57.20,1.23,TN,$46.50,/ TN,$57.20
1050012,08/08/25,213405-0001-001 EXPEDITOR'S INT'L OF WASHINGTON,R1,30.0,28,5221,56,1.65,TN,$46.50,/ TN,$76.73,1.65,TN,$46.50,/ TN,$76.73
1050038,08/08/25,209686-0001-002 UNITRADE STADIUM,R1,30.0,28,5299,37,0.95,TN,$46.50,/ TN,$44.18,0.95,TN,$46.50,/ TN,$44.18
1050051,08/08/25,216001-0001-001 GFL ENVIRONMENTAL,R1,30.0,28,5223,79,1.03,TN,$46.50,/ TN,$47.90,1.03,TN,$46.50,/ TN,$47.90
1050080,08/08/25,209968-0001-001 H E B # 207 COMPACTOR,R2,30.0,28,5221,56,8.82,TN,$46.50,/ TN,$410.13,8.82,TN,$46.50,/ TN,$410.13
1050109,08/08/25,216018-0001-001 ISC FORWARDER INC,R1,30.0,28,5299,37,1.62,TN,$46.50,/ TN,$75.33,1.62,TN,$46.50,/ TN,$75.33
1050120,08/08/25,210460-0001-001 LOVE'S TRAVEL STOPS L0298,R2,30.0,28,5224,57,9.9,TN,$46.50,/ TN,$460.35,9.9,TN,$46.50,/ TN,$460.35
1050127,08/08/25,215682-0002-001 ASAP ORDERS,R1,30.0,28,5227,37,7.26,TN,$46.50,/ TN,$337.59,7.26,TN,$46.50,/ TN,$337.59
1050144,08/08/25,209971-0002-001 H E B MERCADO,R1,30.0,28,5226,62,8.74,TN,$46.50,/ TN,$406.41,8.74,TN,$46.50,/ TN,$406.41
1050167,08/08/25,216002-0001-001 MESILLA VALLEY TRANSPORT,R1,30.0,28,5223,79,2.15,TN,$46.50,/ TN,$99.98,2.15,TN,$46.50,/ TN,$99.98
1050179,08/08/25,210842-0001-001 ASCENT FOODS,R1,30.0,13,5221,56,5.85,TN,$216.50,/ TN,"$1,266.53",5.85,TN,$216.50,/ TN,"$1,266.53"
1050193,08/08/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,5221,56,1.04,TN,$46.50,/ TN,$48.36,1.04,TN,$46.50,/ TN,$48.36
1050198,08/08/25,202740-0001-001 GCX GLOBAL LOGISTICS,R1,30.0,28,5299,37,1.47,TN,$46.50,/ TN,$68.36,1.47,TN,$46.50,/ TN,$68.36
1050212,08/08/25,201871-0001-001 LASER FORWARDING,R1,30.0,28,5227,37,1.81,TN,$46.50,/ TN,$84.17,1.81,TN,$46.50,/ TN,$84.17
1050233,08/08/25,211871-0001-001 AUTO TRUCK (ATC)-LAREDO 544,R1,30.0,28,5223,79,1.51,TN,$46.50,/ TN,$70.22,1.51,TN,$46.50,/ TN,$70.22
1050248,08/08/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,5226,62,0.77,TN,$46.50,/ TN,$35.81,0.77,TN,$46.50,/ TN,$35.81
1050276,08/08/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,5222,38,0.85,TN,$46.50,/ TN,$39.53,0.85,TN,$46.50,/ TN,$39.53
1050301,08/08/25,211450-0001-002 DOCTORS HOSPITAL-COMP,R1,30.0,28,5224,57,3.79,TN,$46.50,/ TN,$176.24,3.79,TN,$46.50,/ TN,$176.24
1050315,08/08/25,213474-0001-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,5221,56,4.29,TN,$46.50,/ TN,$199.49,4.29,TN,$46.50,/ TN,$199.49
1050329,08/08/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,5223,79,1.3,TN,$46.50,/ TN,$60.45,1.3,TN,$46.50,/ TN,$60.45
1050340,08/08/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,5226,62,3.79,TN,$46.50,/ TN,$176.24,3.79,TN,$46.50,/ TN,$176.24
1050386,08/08/25,203654-0001-001 MC COYS BUILDING SUPPL,R1,30.0,28,5299,37,1.58,TN,$46.50,/ TN,$73.47,1.58,TN,$46.50,/ TN,$73.47
1050391,08/08/25,201208-0001-003 BETHANY HOUSE,R1,10.0,28,5227,37,0.62,TN,$46.50,/ TN,$28.83,0.62,TN,$46.50,/ TN,$28.83
1050408,08/08/25,210131-0001-001 TKR USA INC,R1,30.0,28,5223,79,0.78,TN,$46.50,/ TN,$36.27,0.78,TN,$46.50,/ TN,$36.27
1050409,08/08/25,209970-0001-002 H E B # 586,R2,30.0,28,5224,57,5.09,TN,$46.50,/ TN,$236.69,5.09,TN,$46.50,/ TN,$236.69
1050410,08/08/25,213474-0002-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,5226,62,5.46,TN,$46.50,/ TN,$253.89,5.46,TN,$46.50,/ TN,$253.89
1050413,08/08/25,213344-0001-001 AG DOORS INC,R1,30.0,28,5299,37,1.39,TN,$46.50,/ TN,$64.64,1.39,TN,$46.50,/ TN,$64.64
1050428,08/08/25,210687-0001-001 TARGET 2112,R1,30.0,28,5299,37,1.45,TN,$46.50,/ TN,$67.43,1.45,TN,$46.50,/ TN,$67.43
1050439,08/08/25,216065-0001-001 Rodolfo Sepulveda,R1,30.0,28,5222,38,4.65,TN,$46.50,/ TN,$216.23,4.65,TN,$46.50,/ TN,$216.23
1050444,08/08/25,216013-0001-001 FOREIGN TRADE COMPLIANCE,R1,30.0,28,5221,56,3.38,TN,$46.50,/ TN,$157.17,3.38,TN,$46.50,/ TN,$157.17
1050449,08/08/25,"208444-0001-001 USDA-APHIS, VS",R1,10.0,28,5227,37,3.46,TN,$46.50,/ TN,$160.89,3.46,TN,$46.50,/ TN,$160.89
1050471,08/09/25,208551-0001-001 TRANE SUPPLY,R1,30.0,28,6299,37,0.36,TN,$46.50,/ TN,$16.74,0.36,TN,$46.50,/ TN,$16.74
1050487,08/09/25,206938-0001-001 S R FWDG-30YD,R1,30.0,28,6223,79,0.32,TN,$46.50,/ TN,$14.88,0.32,TN,$46.50,/ TN,$14.88
1050494,08/09/25,204273-0001-001 S R FWDG-30YD,R1,30.0,28,6299,37,0.9,TN,$46.50,/ TN,$41.85,0.9,TN,$46.50,/ TN,$41.85
1050506,08/09/25,205784-0001-001 EXEL GLOBAL LOGISTICS,R1,30.0,28,6224,57,0.26,TN,$46.50,/ TN,$12.09,0.26,TN,$46.50,/ TN,$12.09
1050521,08/09/25,209851-0010-001 LDR SITES,R1,30.0,28,6221,56,3.2,TN,$46.50,/ TN,$148.80,3.2,TN,$46.50,/ TN,$148.80
1050556,08/09/25,202956-0001-001 LA SALLE COUNTY DETENTION,R2,30.0,13,6226,62,4.4,TN,$216.50,/ TN,$952.60,4.4,TN,$216.50,/ TN,$952.60
1050559,08/09/25,200770-0001-002 FEDERAL EXPRESS,R1,30.0,28,6224,57,0.55,TN,$46.50,/ TN,$25.58,0.55,TN,$46.50,/ TN,$25.58
1050586,08/09/25,211242-0001-001 BOLANOS & COMPANY,R1,30.0,28,6223,79,1.0,TN,$46.50,/ TN,$46.50,1.0,TN,$46.50,/ TN,$46.50
1050592,08/09/25,215935-0001-001 A GUERRA PROPERTIES,R1,30.0,28,6221,56,2.03,TN,$46.50,/ TN,$94.40,2.03,TN,$46.50,/ TN,$94.40
1050607,08/09/25,207836-0001-001 I M M I,R1,30.0,28,6299,37,1.14,TN,$46.50,/ TN,$53.01,1.14,TN,$46.50,/ TN,$53.01
1050617,08/09/25,213636-0001-002 CARTER EXPRESS INC,R1,30.0,28,6226,62,0.79,TN,$46.50,/ TN,$36.74,0.79,TN,$46.50,/ TN,$36.74
1050680,08/09/25,201317-0001-001 GEODIS LOGISTICS,R1,30.0,28,6223,79,1.47,TN,$46.50,/ TN,$68.36,1.47,TN,$46.50,/ TN,$68.36
1050720,08/09/25,210340-0001-001 OSHKOSH CORP,R1,30.0,28,6224,57,0.5,TN,$46.50,/ TN,$23.25,0.5,TN,$46.50,/ TN,$23.25
1050742,08/09/25,215864-0001-001 247 USDS,R1,30.0,28,6226,62,9.94,TN,$46.50,/ TN,$462.21,9.94,TN,$46.50,/ TN,$462.21
1050796,08/09/25,214119-0001-001 ROSS STORE#1270,R1,30.0,28,6221,56,5.4,TN,$46.50,/ TN,$251.10,5.4,TN,$46.50,/ TN,$251.10
1050808,08/09/25,215864-0001-001 247 USDS,R1,30.0,28,6223,79,8.14,TN,$46.50,/ TN,$378.51,8.14,TN,$46.50,/ TN,$378.51
1050833,08/09/25,207449-0001-003 GONTOR FORWARDING CORP,R1,30.0,28,6299,37,1.35,TN,$46.50,/ TN,$62.78,1.35,TN,$46.50,/ TN,$62.78
1050908,08/09/25,213829-0006-001 Atrium Prime Construction Services LLC,R1,30.0,28,6221,56,4.56,TN,$46.50,/ TN,$212.04,4.56,TN,$46.50,/ TN,$212.04
1050924,08/09/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,6226,62,0.4,TN,$46.50,/ TN,$18.60,0.4,TN,$46.50,/ TN,$18.60
1050928,08/09/25,203347-0001-001 T S I,R1,30.0,28,6221,56,0.58,TN,$46.50,/ TN,$26.97,0.58,TN,$46.50,/ TN,$26.97
1050946,08/09/25,212307-0002-002 MISSION PRODUCE,R1,30.0,13,6221,56,2.77,TN,$216.50,/ TN,$599.71,2.77,TN,$216.50,/ TN,$599.71
1050993,08/09/25,215682-0002-001 ASAP ORDERS,R1,30.0,28,6222,38,7.03,TN,$46.50,/ TN,$326.90,7.03,TN,$46.50,/ TN,$326.90
1051011,08/09/25,214368-0001-001 WINFIELD COMMUNITIES,R1,30.0,28,6221,56,5.79,TN,$46.50,/ TN,$269.24,5.79,TN,$46.50,/ TN,$269.24
1051037,08/09/25,209982-0001-001 A E P MS#2,R1,30.0,28,6224,57,1.0,TN,$46.50,/ TN,$46.50,1.0,TN,$46.50,/ TN,$46.50
1051038,08/11/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,1221,56,2.61,TN,$46.50,/ TN,$121.37,2.61,TN,$46.50,/ TN,$121.37
1051049,08/11/25,213782-0001-001 XPO LOGISTICS/LTL/LLA (XPO000LLA),R1,30.0,28,1223,79,0.66,TN,$46.50,/ TN,$30.69,0.66,TN,$46.50,/ TN,$30.69
1051126,08/11/25,208512-0001-001 FORZA TRANSPORTATION,R1,30.0,28,1223,79,1.73,TN,$46.50,/ TN,$80.45,1.73,TN,$46.50,/ TN,$80.45
1051139,08/11/25,215878-0001-001 MEXUS COLD STORAGE,R1,30.0,28,1221,56,0.49,TN,$46.50,/ TN,$22.79,0.49,TN,$46.50,/ TN,$22.79
1051177,08/11/25,213474-0002-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,1226,62,1.67,TN,$46.50,/ TN,$77.66,1.67,TN,$46.50,/ TN,$77.66
1051239,08/11/25,210001-0001-002 HOME GOODS,R2,40.0,24,1221,56,4.52,TN,$0.00,/ TN,$0.00,4.52,TN,$0.00,/ TN,$0.00
1051273,08/11/25,202091-0001-001 AMERICA DISPATCH,R1,30.0,28,1223,79,1.2,TN,$46.50,/ TN,$55.80,1.2,TN,$46.50,/ TN,$55.80
1051289,08/11/25,210687-0001-001 TARGET 2112,R1,30.0,28,1226,62,2.42,TN,$46.50,/ TN,$112.53,2.42,TN,$46.50,/ TN,$112.53
1051321,08/11/25,210918-0001-001 TRAVEL AMERICA,R2,30.0,28,1226,62,1.29,TN,$46.50,/ TN,$59.99,1.29,TN,$46.50,/ TN,$59.99
1051361,08/11/25,203168-0001-001 CR ENGLAND,R1,30.0,28,1223,79,0.37,TN,$46.50,/ TN,$17.21,0.37,TN,$46.50,/ TN,$17.21
1051425,08/11/25,216094-0001-001 JAMES AVERY,R1,30.0,28,1221,56,3.26,TN,$46.50,/ TN,$151.59,3.26,TN,$46.50,/ TN,$151.59
1051427,08/11/25,207655-0001-001 ROSS STORE #1270,R2,30.0,28,1226,62,0.26,TN,$46.50,/ TN,$12.09,0.26,TN,$46.50,/ TN,$12.09
1051470,08/11/25,209975-0001-001 H E B #186 COMPACTOR,R2,30.0,28,1221,56,8.16,TN,$46.50,/ TN,$379.44,8.16,TN,$46.50,/ TN,$379.44
1051483,08/11/25,213543-0002-001 K-FLEX USA LAREDO,R1,30.0,28,1223,79,1.19,TN,$46.50,/ TN,$55.34,1.19,TN,$46.50,/ TN,$55.34
1051490,08/11/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,1221,56,1.21,TN,$46.50,/ TN,$56.27,1.21,TN,$46.50,/ TN,$56.27
1051528,08/12/25,209285-0001-001 ARCHROCK,R1,30.0,28,2299,37,1.51,TN,$46.50,/ TN,$70.22,1.51,TN,$46.50,/ TN,$70.22
1051547,08/12/25,210267-0001-001 U S BORDER PATROL,R1,20.0,28,2226,62,1.02,TN,$46.50,/ TN,$47.43,1.02,TN,$0.00,/ TN,$47.43
1051570,08/12/25,209285-0001-001 ARCHROCK,R1,30.0,28,2221,56,1.13,TN,$46.50,/ TN,$52.55,1.13,TN,$46.50,/ TN,$52.55
1051579,08/12/25,210279-0001-001 EBT LOGISTICS INC.,R1,30.0,28,2223,79,1.54,TN,$46.50,/ TN,$71.61,1.54,TN,$46.50,/ TN,$71.61
1051640,08/12/25,216029-0001-001 TEXAS INTERNATIONAL ENTERPRISE,R1,30.0,28,2299,37,1.54,TN,$46.50,/ TN,$71.61,1.54,TN,$46.50,/ TN,$71.61
1051654,08/12/25,210345-0001-001 LONE STAR MTLS,R1,30.0,28,2226,62,5.07,TN,$46.50,/ TN,$235.76,5.07,TN,$46.50,/ TN,$235.76
1051685,08/12/25,209972-0001-002 H E B,R2,30.0,28,2223,79,5.6,TN,$46.50,/ TN,$260.40,5.6,TN,$46.50,/ TN,$260.40
1051711,08/12/25,210584-0001-002 LOWE'S,R2,30.0,28,2221,56,3.86,TN,$46.50,/ TN,$179.49,3.86,TN,$46.50,/ TN,$179.49
1051722,08/12/25,210182-0001-001 RUSH TRUCK CENTER,R1,30.0,28,2227,37,0.74,TN,$46.50,/ TN,$34.41,0.74,TN,$46.50,/ TN,$34.41
1051743,08/12/25,214363-0001-001 COCA COLA,R1,30.0,28,2299,37,1.91,TN,$46.50,/ TN,$88.82,1.91,TN,$46.50,/ TN,$88.82
1051783,08/12/25,210839-0001-002 NATURE FRESH FARMS LAREDO,R1,15.0,13,2226,62,5.05,TN,$216.50,/ TN,"$1,093.33",5.05,TN,$216.50,/ TN,"$1,093.33"
1051796,08/12/25,210131-0001-001 TKR USA INC,R1,30.0,28,2223,79,0.56,TN,$46.50,/ TN,$26.04,0.56,TN,$46.50,/ TN,$26.04
1051799,08/12/25,214441-0001-001 HOTEL AVA,R1,30.0,28,2227,37,2.21,TN,$46.50,/ TN,$102.77,2.21,TN,$46.50,/ TN,$102.77
1051847,08/12/25,210378-0001-002 SOUTH TEXAS FOOD BANK,R1,30.0,28,2299,37,1.34,TN,$46.50,/ TN,$62.31,1.34,TN,$46.50,/ TN,$62.31
1051871,08/12/25,200746-0001-001 YUSEN LOGISTICS,R1,30.0,28,2223,79,1.47,TN,$46.50,/ TN,$68.36,1.47,TN,$46.50,/ TN,$68.36
1051891,08/12/25,203122-0001-001 ZARSKY LUMBER,R1,30.0,28,2221,56,2.7,TN,$46.50,/ TN,$125.55,2.7,TN,$46.50,/ TN,$125.55
1051905,08/12/25,210687-0001-001 TARGET 2112,R1,30.0,28,2299,37,1.99,TN,$46.50,/ TN,$92.54,1.99,TN,$46.50,/ TN,$92.54
1051906,08/12/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,2226,62,0.12,TN,$46.50,/ TN,$5.58,0.12,TN,$46.50,/ TN,$5.58
1051955,08/12/25,211312-0001-001 PROTRANS INTERNATIONAL,R1,30.0,28,2223,79,1.19,TN,$46.50,/ TN,$55.34,1.19,TN,$46.50,/ TN,$55.34
1051958,08/12/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,2227,37,0.74,TN,$46.50,/ TN,$34.41,0.74,TN,$46.50,/ TN,$34.41
1051971,08/12/25,216066-0001-001 WELL WASH,R1,30.0,28,2221,56,3.1,TN,$46.50,/ TN,$144.15,3.1,TN,$46.50,/ TN,$144.15
1051998,08/12/25,216066-0001-001 WELL WASH,R1,30.0,28,2226,62,1.83,TN,$46.50,/ TN,$85.10,1.83,TN,$46.50,/ TN,$85.10
1052012,08/12/25,213935-0001-001  G & H LOGISTICS,R1,30.0,28,2299,37,1.34,TN,$46.50,/ TN,$62.31,1.34,TN,$46.50,/ TN,$62.31
1052029,08/12/25,211450-0001-001 DOCTORS HOSPITAL-COMP,R2,30.0,28,2221,56,4.66,TN,$46.50,/ TN,$216.69,4.66,TN,$46.50,/ TN,$216.69
1052035,08/12/25,209870-0001-001 DR IKES,R1,30.0,28,2227,37,2.08,TN,$46.50,/ TN,$96.72,2.08,TN,$46.50,/ TN,$96.72
1052092,08/13/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,3228,58,0.61,TN,$46.50,/ TN,$28.37,0.61,TN,$46.50,/ TN,$28.37
1052098,08/13/25,216064-0001-001 Continental Forwarding,R1,30.0,28,3223,79,1.97,TN,$46.50,/ TN,$91.61,1.97,TN,$46.50,/ TN,$91.61
1052103,08/13/25,200573-0001-002 SOUTHERN DISTRIBUTING,R1,10.0,28,3227,37,4.82,TN,$46.50,/ TN,$224.13,4.82,TN,$46.50,/ TN,$224.13
1052178,08/13/25,214339-0001-001 LOVE'S TRAVEL STOPS 862,R2,30.0,28,3226,62,4.41,TN,$46.50,/ TN,$205.07,4.41,TN,$46.50,/ TN,$205.07
1052218,08/13/25,211008-0001-001 MARSHALL'S #535,R2,30.0,28,3226,62,6.16,TN,$46.50,/ TN,$286.44,6.16,TN,$46.50,/ TN,$286.44
1052254,08/13/25,216037-0001-001 CARSON FREIGHT,R1,30.0,28,3223,79,1.85,TN,$46.50,/ TN,$86.03,1.85,TN,$46.50,/ TN,$86.03
1052287,08/13/25,204747-0001-001 ASHLEY HOME STORE,R1,30.0,28,3222,38,0.81,TN,$46.50,/ TN,$37.67,0.81,TN,$46.50,/ TN,$37.67
1052308,08/13/25,210687-0001-001 TARGET 2112,R1,30.0,28,3222,38,0.43,TN,$46.50,/ TN,$20.00,0.43,TN,$46.50,/ TN,$20.00
1052326,08/13/25,205041-0001-001 HPJ,R1,30.0,28,3223,79,1.47,TN,$46.50,/ TN,$68.36,1.47,TN,$46.50,/ TN,$68.36
1052364,08/13/25,212307-0002-001 MISSION PRODUCE,R1,40.0,28,3225,42,1.89,TN,$46.50,/ TN,$87.89,1.89,TN,$46.50,/ TN,$87.89
1052372,08/13/25,209982-0001-001 A E P MS#2,R1,30.0,28,3222,38,1.42,TN,$46.50,/ TN,$66.03,1.42,TN,$46.50,/ TN,$66.03
1052378,08/13/25,214099-0001-001 WAL MART 8156 (SAM'S),R2,30.0,28,3226,62,4.59,TN,$46.50,/ TN,$213.44,4.59,TN,$46.50,/ TN,$213.44
1052398,08/13/25,205165-0001-001 ANDERSON COLOMBIA,R1,10.0,28,3228,58,0.68,TN,$46.50,/ TN,$31.62,0.68,TN,$46.50,/ TN,$31.62
1052428,08/13/25,210131-0001-001 TKR USA INC,R1,30.0,28,3223,79,0.59,TN,$46.50,/ TN,$27.44,0.59,TN,$46.50,/ TN,$27.44
1052485,08/13/25,213829-0006-001 Atrium Prime Construction Services LLC,R1,30.0,28,3226,62,2.22,TN,$46.50,/ TN,$103.23,2.22,TN,$46.50,/ TN,$103.23
1052489,08/13/25,208851-0001-001 TERRACON,R1,10.0,28,3228,58,5.45,TN,$46.50,/ TN,$253.43,5.45,TN,$46.50,/ TN,$253.43
1052503,08/13/25,213474-0003-001 THE OUTLETS SHOPPES AT LAREDO,R1,30.0,28,3225,42,7.97,TN,$46.50,/ TN,$370.61,7.97,TN,$46.50,/ TN,$370.61
1052539,08/13/25,209226-0001-001 MALLORY ALEXANDER,R1,30.0,28,3223,79,1.49,TN,$46.50,/ TN,$69.29,1.49,TN,$46.50,/ TN,$69.29
1052552,08/13/25,214441-0001-001 HOTEL AVA,R1,30.0,28,3228,58,0.3,TN,$46.50,/ TN,$13.95,0.3,TN,$46.50,/ TN,$13.95
1052587,08/14/25,216001-0001-001 GFL ENVIRONMENTAL,R1,30.0,28,4223,79,1.11,TN,$46.50,/ TN,$51.62,1.11,TN,$46.50,/ TN,$51.62
1052588,08/14/25,215682-0002-001 ASAP ORDERS,R1,30.0,28,4222,38,12.54,TN,$46.50,/ TN,$583.11,12.54,TN,$46.50,/ TN,$583.11
1052590,08/14/25,211226-0001-001 TARGET-TGT002112,R3,30.0,28,4221,56,7.12,TN,$46.50,/ TN,$331.08,7.12,TN,$46.50,/ TN,$331.08
1052595,08/14/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,4227,37,0.69,TN,$46.50,/ TN,$32.09,0.69,TN,$46.50,/ TN,$32.09
1052607,08/14/25,215530-0001-002 DC LOGISTICS,R1,30.0,28,4225,42,1.51,TN,$46.50,/ TN,$70.22,1.51,TN,$46.50,/ TN,$70.22
1052633,08/14/25,"214235-0001-001 J.O. ALVAREZ, INC",R1,30.0,28,4221,56,3.73,TN,$46.50,/ TN,$173.45,3.73,TN,$46.50,/ TN,$173.45
1052659,08/14/25,214049-0001-001 TP COCINA LLC,R1,15.0,28,4227,37,0.54,TN,$46.50,/ TN,$25.11,0.54,TN,$46.50,/ TN,$25.11
1052672,08/14/25,215923-0001-002 RAMON BARRIOS,R1,30.0,28,4226,62,1.65,TN,$46.50,/ TN,$76.73,1.65,TN,$46.50,/ TN,$76.73
1052674,08/14/25,207669-0001-001 TRUCK MOVERS,R1,30.0,28,4223,79,3.67,TN,$46.50,/ TN,$170.66,3.67,TN,$46.50,/ TN,$170.66
1052676,08/14/25,209970-0001-002 H E B # 586,R2,30.0,28,4221,56,8.36,TN,$46.50,/ TN,$388.74,8.36,TN,$46.50,/ TN,$388.74
1052730,08/14/25,210833-0001-001 FUEL AMERICA TRAVEL CTR,R1,30.0,28,4222,38,1.73,TN,$46.50,/ TN,$80.45,1.73,TN,$46.50,/ TN,$80.45
1052753,08/14/25,210394-0002-002 INSCO EQUIPMENT SUPPLIES,R1,30.0,28,4226,62,0.63,TN,$46.50,/ TN,$29.30,0.63,TN,$46.50,/ TN,$29.30
1052755,08/14/25,209970-0001-002 H E B # 586,R2,30.0,28,4221,56,0.92,TN,$46.50,/ TN,$42.78,0.92,TN,$46.50,/ TN,$42.78
1052769,08/14/25,210131-0001-001 TKR USA INC,R1,30.0,28,4223,79,0.7,TN,$46.50,/ TN,$32.55,0.7,TN,$46.50,/ TN,$32.55
1052776,08/14/25,214096-0001-001 WALMART-3518,R2,30.0,28,4225,42,9.37,TN,$46.50,/ TN,$435.71,9.37,TN,$46.50,/ TN,$435.71
1052798,08/14/25,205033-0003-002 MALL DEL NORTE,R1,30.0,28,4227,37,0.59,TN,$46.50,/ TN,$27.44,0.59,TN,$46.50,/ TN,$27.44
1052804,08/14/25,214271-0001-001 A E P - TEXAS,R1,30.0,28,4226,62,1.79,TN,$46.50,/ TN,$83.24,1.79,TN,$46.50,/ TN,$83.24
1052852,08/14/25,202091-0001-001 AMERICA DISPATCH,R1,30.0,28,4223,79,0.7,TN,$46.50,/ TN,$32.55,0.7,TN,$46.50,/ TN,$32.55
1052878,08/14/25,204349-0006-001 MARTINEZ PAVING,R1,30.0,28,4226,62,1.32,TN,$46.50,/ TN,$61.38,1.32,TN,$46.50,/ TN,$61.38
1052881,08/14/25,213636-0001-002 CARTER EXPRESS INC,R1,30.0,28,4222,38,1.59,TN,$46.50,/ TN,$73.94,1.59,TN,$46.50,/ TN,$73.94
1052882,08/14/25,210842-0001-001 ASCENT FOODS,R1,30.0,13,4221,56,6.27,TN,$216.50,/ TN,"$1,357.46",6.27,TN,$216.50,/ TN,"$1,357.46"
1052927,08/14/25,209299-0001-002 BEST BUY # 241,R2,30.0,28,4225,42,2.01,TN,$46.50,/ TN,$93.47,2.01,TN,$46.50,/ TN,$93.47
1052931,08/14/25,215805-0001-001 Precision Waste Solutions,R1,30.0,28,4222,38,4.13,TN,$46.50,/ TN,$192.05,4.13,TN,$46.50,/ TN,$192.05
1052959,08/14/25,"210498-0001-002 MAIN EVENT ENTERTAINMENT, IN",R2,30.0,28,4221,56,5.74,TN,$46.50,/ TN,$266.91,5.74,TN,$46.50,/ TN,$266.91
1052970,08/14/25,215916-0001-001 TAMEX FORWARDING,R1,30.0,28,4223,79,1.31,TN,$46.50,/ TN,$60.92,1.31,TN,$46.50,/ TN,$60.92
1052973,08/14/25,215864-0001-001 247 USDS,R1,30.0,28,4226,62,13.3,TN,$46.50,/ TN,$618.45,13.3,TN,$46.50,/ TN,$618.45
1053039,08/14/25,210378-0001-002 SOUTH TEXAS FOOD BANK,R1,30.0,28,4225,42,2.64,TN,$46.50,/ TN,$122.76,2.64,TN,$46.50,/ TN,$122.76
1053041,08/14/25,210687-0001-001 TARGET 2112,R1,30.0,28,4222,38,2.17,TN,$46.50,/ TN,$100.91,2.17,TN,$46.50,/ TN,$100.91
